enzyme,genome_name,db_name,gene_caller_id,contig,modules_with_enzyme,enzyme_definition,warnings
K01778,P1211_Sourdough_BE,P1211_Sourdough_BE,1621,c_000000000006,"M00016,M00525,M00527",diaminopimelate epimerase [EC:5.1.1.7],
K01586,P1211_Sourdough_BE,P1211_Sourdough_BE,638,c_000000000002,"M00016,M00525,M00526,M00527",diaminopimelate decarboxylase [EC:4.1.1.20],
K05822,P1211_Sourdough_BE,P1211_Sourdough_BE,2509,c_000000000016,M00525,tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89],
K00841,P1211_Sourdough_BE,P1211_Sourdough_BE,2586,c_000000000017,M00525,aminotransferase [EC:2.6.1.-],
K00841,P1211_Sourdough_BE,P1211_Sourdough_BE,1260,c_000000000004,M00525,aminotransferase [EC:2.6.1.-],
K00841,P1211_Sourdough_BE,P1211_Sourdough_BE,1431,c_000000000005,M00525,aminotransferase [EC:2.6.1.-],
K05823,P1211_Sourdough_BE,P1211_Sourdough_BE,2510,c_000000000016,M00525,N-acetyldiaminopimelate deacetylase [EC:3.5.1.47],
K00930,P1211_Sourdough_BE,P1211_Sourdough_BE,560,c_000000000001,M00028,acetylglutamate kinase [EC:2.7.2.8],
K00145,P1211_Sourdough_BE,P1211_Sourdough_BE,558,c_000000000001,"M00028,M00845",N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38],
K00620,P1211_Sourdough_BE,P1211_Sourdough_BE,559,c_000000000001,M00028,glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1],
K00611,P1211_Sourdough_BE,P1211_Sourdough_BE,562,c_000000000001,"M00844,M00029,M00978",ornithine carbamoyltransferase [EC:2.1.3.3],
K01940,P1211_Sourdough_BE,P1211_Sourdough_BE,1342,c_000000000004,"M00844,M00845,M00029,M00978",argininosuccinate synthase [EC:6.3.4.5],
K01755,P1211_Sourdough_BE,P1211_Sourdough_BE,1341,c_000000000004,"M00844,M00845,M00029,M00978",argininosuccinate lyase [EC:4.3.2.1],
K01915,P1211_Sourdough_BE,P1211_Sourdough_BE,1139,c_000000000003,M00978,glutamine synthetase [EC:6.3.1.2],
K00931,P1211_Sourdough_BE,P1211_Sourdough_BE,149,c_000000000001,M00015,glutamate 5-kinase [EC:2.7.2.11],
K00147,P1211_Sourdough_BE,P1211_Sourdough_BE,150,c_000000000001,M00015,glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],
K00286,P1211_Sourdough_BE,P1211_Sourdough_BE,2309,c_000000000012,"M00015,M00972",pyrroline-5-carboxylate reductase [EC:1.5.1.2],
K00765,P1211_Sourdough_BE,P1211_Sourdough_BE,2361,c_000000000013,M00026,ATP phosphoribosyltransferase [EC:2.4.2.17],
K02502,P1211_Sourdough_BE,P1211_Sourdough_BE,2360,c_000000000013,M00026,ATP phosphoribosyltransferase regulatory subunit,
K01523,P1211_Sourdough_BE,P1211_Sourdough_BE,2368,c_000000000013,M00026,phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31],
K01814,P1211_Sourdough_BE,P1211_Sourdough_BE,2365,c_000000000013,M00026,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16],
K02500,P1211_Sourdough_BE,P1211_Sourdough_BE,2366,c_000000000013,M00026,imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10],
K02501,P1211_Sourdough_BE,P1211_Sourdough_BE,2364,c_000000000013,M00026,imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10],
K01693,P1211_Sourdough_BE,P1211_Sourdough_BE,2363,c_000000000013,M00026,imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19],
K00817,P1211_Sourdough_BE,P1211_Sourdough_BE,2369,c_000000000013,M00026,histidinol-phosphate aminotransferase [EC:2.6.1.9],
K04486,P1211_Sourdough_BE,P1211_Sourdough_BE,2359,c_000000000013,M00026,histidinol-phosphatase (PHP family) [EC:3.1.3.15],
K00013,P1211_Sourdough_BE,P1211_Sourdough_BE,2362,c_000000000013,M00026,histidinol dehydrogenase [EC:1.1.1.23],
K01735,P1211_Sourdough_BE,P1211_Sourdough_BE,1736,c_000000000007,M00022,3-dehydroquinate synthase [EC:4.2.3.4],
K03785,P1211_Sourdough_BE,P1211_Sourdough_BE,37,c_000000000001,M00022,3-dehydroquinate dehydratase I [EC:4.2.1.10],
K00014,P1211_Sourdough_BE,P1211_Sourdough_BE,41,c_000000000001,M00022,shikimate dehydrogenase [EC:1.1.1.25],
K00014,P1211_Sourdough_BE,P1211_Sourdough_BE,1738,c_000000000007,M00022,shikimate dehydrogenase [EC:1.1.1.25],
K00014,P1211_Sourdough_BE,P1211_Sourdough_BE,38,c_000000000001,M00022,shikimate dehydrogenase [EC:1.1.1.25],
K00891,P1211_Sourdough_BE,P1211_Sourdough_BE,899,c_000000000002,M00022,shikimate kinase [EC:2.7.1.71],
K00800,P1211_Sourdough_BE,P1211_Sourdough_BE,901,c_000000000002,M00022,3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19],
K01736,P1211_Sourdough_BE,P1211_Sourdough_BE,903,c_000000000002,M00022,chorismate synthase [EC:4.2.3.5],
K01657,P1211_Sourdough_BE,P1211_Sourdough_BE,583,c_000000000002,M00023,anthranilate synthase component I [EC:4.1.3.27],
K01658,P1211_Sourdough_BE,P1211_Sourdough_BE,584,c_000000000002,M00023,anthranilate synthase component II [EC:4.1.3.27],
K00766,P1211_Sourdough_BE,P1211_Sourdough_BE,585,c_000000000002,M00023,anthranilate phosphoribosyltransferase [EC:2.4.2.18],
K01817,P1211_Sourdough_BE,P1211_Sourdough_BE,587,c_000000000002,M00023,phosphoribosylanthranilate isomerase [EC:5.3.1.24],
K01609,P1211_Sourdough_BE,P1211_Sourdough_BE,586,c_000000000002,M00023,indole-3-glycerol phosphate synthase [EC:4.1.1.48],
K01695,P1211_Sourdough_BE,P1211_Sourdough_BE,589,c_000000000002,M00023,tryptophan synthase alpha chain [EC:4.2.1.20],
K01696,P1211_Sourdough_BE,P1211_Sourdough_BE,588,c_000000000002,M00023,tryptophan synthase beta chain [EC:4.2.1.20],
K04517,P1211_Sourdough_BE,P1211_Sourdough_BE,900,c_000000000002,M00025,prephenate dehydrogenase [EC:1.3.1.12],
K01580,P1211_Sourdough_BE,P1211_Sourdough_BE,2873,c_000000000025,M00027,glutamate decarboxylase [EC:4.1.1.15],
K01919,P1211_Sourdough_BE,P1211_Sourdough_BE,1899,c_000000000008,M00118,glutamate--cysteine ligase [EC:6.3.2.2],
K00820,P1211_Sourdough_BE,P1211_Sourdough_BE,1302,c_000000000004,"M00892,M00909,M01002,M00995",glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],
K03431,P1211_Sourdough_BE,P1211_Sourdough_BE,1303,c_000000000004,"M00909,M00995",phosphoglucosamine mutase [EC:5.4.2.10],
K04042,P1211_Sourdough_BE,P1211_Sourdough_BE,522,c_000000000001,"M00909,M00995",bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157],
K00790,P1211_Sourdough_BE,P1211_Sourdough_BE,539,c_000000000001,M00995,UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7],
K00790,P1211_Sourdough_BE,P1211_Sourdough_BE,1879,c_000000000008,M00995,UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7],
K00075,P1211_Sourdough_BE,P1211_Sourdough_BE,1309,c_000000000004,M00995,UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],
K01854,P1211_Sourdough_BE,P1211_Sourdough_BE,2622,c_000000000018,M01004,UDP-galactopyranose mutase [EC:5.4.99.9],
K01791,P1211_Sourdough_BE,P1211_Sourdough_BE,1667,c_000000000007,M01014,UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14],
K00973,P1211_Sourdough_BE,P1211_Sourdough_BE,2601,c_000000000018,"M00793,M01022,M01023,M01024,M01025,M01026,M01027",glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24],
K01710,P1211_Sourdough_BE,P1211_Sourdough_BE,2603,c_000000000018,"M00793,M01022,M01023,M01024,M01025,M01026,M01027","dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]",
K01790,P1211_Sourdough_BE,P1211_Sourdough_BE,2602,c_000000000018,"M00793,M01022","dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]",
K00067,P1211_Sourdough_BE,P1211_Sourdough_BE,2604,c_000000000018,M00793,dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133],
K02851,P1211_Sourdough_BE,P1211_Sourdough_BE,1385,c_000000000004,M00888,UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35],
K16649,P1211_Sourdough_BE,P1211_Sourdough_BE,2620,c_000000000018,M00888,"rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]",
K16649,P1211_Sourdough_BE,P1211_Sourdough_BE,2621,c_000000000018,M00888,"rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]",
K03151,P1211_Sourdough_BE,P1211_Sourdough_BE,1914,c_000000000008,"M00127,M00895",tRNA uracil 4-sulfurtransferase [EC:2.8.1.4],
K00941,P1211_Sourdough_BE,P1211_Sourdough_BE,227,c_000000000001,"M00127,M00895,M00896,M00899",hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7],
K00788,P1211_Sourdough_BE,P1211_Sourdough_BE,228,c_000000000001,"M00127,M00895,M00896,M00899",thiamine-phosphate pyrophosphorylase [EC:2.5.1.3],
K00949,P1211_Sourdough_BE,P1211_Sourdough_BE,1178,c_000000000003,"M00897,M00898",thiamine pyrophosphokinase [EC:2.7.6.2],
K00878,P1211_Sourdough_BE,P1211_Sourdough_BE,226,c_000000000001,M00899,hydroxyethylthiazole kinase [EC:2.7.1.50],
K01497,P1211_Sourdough_BE,P1211_Sourdough_BE,1041,c_000000000003,"M00125,M00911",GTP cyclohydrolase II [EC:3.5.4.25],
K14652,P1211_Sourdough_BE,P1211_Sourdough_BE,1041,c_000000000003,"M00125,M00840","3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]",
K11752,P1211_Sourdough_BE,P1211_Sourdough_BE,1039,c_000000000003,M00125,diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193],
K20861,P1211_Sourdough_BE,P1211_Sourdough_BE,2203,c_000000000011,M00125,FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104],
K21064,P1211_Sourdough_BE,P1211_Sourdough_BE,2336,c_000000000013,M00125,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104],
K21064,P1211_Sourdough_BE,P1211_Sourdough_BE,67,c_000000000001,M00125,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104],
K21064,P1211_Sourdough_BE,P1211_Sourdough_BE,2084,c_000000000010,M00125,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104],
K21064,P1211_Sourdough_BE,P1211_Sourdough_BE,1317,c_000000000004,M00125,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104],
K21064,P1211_Sourdough_BE,P1211_Sourdough_BE,645,c_000000000002,M00125,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104],
K21064,P1211_Sourdough_BE,P1211_Sourdough_BE,772,c_000000000002,M00125,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104],
K21064,P1211_Sourdough_BE,P1211_Sourdough_BE,972,c_000000000003,M00125,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104],
K21064,P1211_Sourdough_BE,P1211_Sourdough_BE,1517,c_000000000005,M00125,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104],
K21064,P1211_Sourdough_BE,P1211_Sourdough_BE,527,c_000000000001,M00125,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104],
K21064,P1211_Sourdough_BE,P1211_Sourdough_BE,1493,c_000000000005,M00125,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104],
K21064,P1211_Sourdough_BE,P1211_Sourdough_BE,474,c_000000000001,M00125,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104],
K00794,P1211_Sourdough_BE,P1211_Sourdough_BE,1042,c_000000000003,"M00125,M00911","6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]",
K00793,P1211_Sourdough_BE,P1211_Sourdough_BE,1040,c_000000000003,"M00125,M00911",riboflavin synthase [EC:2.5.1.9],
K11753,P1211_Sourdough_BE,P1211_Sourdough_BE,897,c_000000000002,M00125,riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2],
K11753,P1211_Sourdough_BE,P1211_Sourdough_BE,1278,c_000000000004,M00125,riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2],
K00969,P1211_Sourdough_BE,P1211_Sourdough_BE,1095,c_000000000003,"M00115,M00912",nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18],
K01916,P1211_Sourdough_BE,P1211_Sourdough_BE,2304,c_000000000012,"M00115,M00912",NAD+ synthase [EC:6.3.1.5],
K00077,P1211_Sourdough_BE,P1211_Sourdough_BE,1518,c_000000000005,"M00119,M00913,M00914",2-dehydropantoate 2-reductase [EC:1.1.1.169],
K00077,P1211_Sourdough_BE,P1211_Sourdough_BE,2958,c_000000000030,"M00119,M00913,M00914",2-dehydropantoate 2-reductase [EC:1.1.1.169],
K00867,P1211_Sourdough_BE,P1211_Sourdough_BE,1230,c_000000000004,M00120,type I pantothenate kinase [EC:2.7.1.33],
K13038,P1211_Sourdough_BE,P1211_Sourdough_BE,1170,c_000000000003,"M00120,M00914",phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5],
K00954,P1211_Sourdough_BE,P1211_Sourdough_BE,1581,c_000000000006,M00120,pantetheine-phosphate adenylyltransferase [EC:2.7.7.3],
K00859,P1211_Sourdough_BE,P1211_Sourdough_BE,1077,c_000000000003,M00120,dephospho-CoA kinase [EC:2.7.1.24],
K16869,P1211_Sourdough_BE,P1211_Sourdough_BE,529,c_000000000001,M00883,octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204],
K01495,P1211_Sourdough_BE,P1211_Sourdough_BE,2981,c_000000000032,"M00126,M00841,M00842,M00843,M00988",GTP cyclohydrolase IA [EC:3.5.4.16],
K01633,P1211_Sourdough_BE,P1211_Sourdough_BE,2983,c_000000000032,"M00126,M00840","7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]",
K00950,P1211_Sourdough_BE,P1211_Sourdough_BE,2982,c_000000000032,M00126,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3],
K00796,P1211_Sourdough_BE,P1211_Sourdough_BE,2978,c_000000000032,M00126,dihydropteroate synthase [EC:2.5.1.15],
K11754,P1211_Sourdough_BE,P1211_Sourdough_BE,2980,c_000000000032,"M00126,M00841",dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17],
K11754,P1211_Sourdough_BE,P1211_Sourdough_BE,1918,c_000000000008,"M00126,M00841",dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17],
K00287,P1211_Sourdough_BE,P1211_Sourdough_BE,766,c_000000000002,"M00126,M00840",dihydrofolate reductase [EC:1.5.1.3],
K01737,P1211_Sourdough_BE,P1211_Sourdough_BE,176,c_000000000001,"M00842,M00843,M00988",6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50],
K01772,P1211_Sourdough_BE,P1211_Sourdough_BE,2965,c_000000000031,"M00868,M00121,M00926",protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9],
K01885,P1211_Sourdough_BE,P1211_Sourdough_BE,2273,c_000000000012,M00121,glutamyl-tRNA synthetase [EC:6.1.1.17],
K02226,P1211_Sourdough_BE,P1211_Sourdough_BE,2744,c_000000000021,M00122,alpha-ribazole phosphatase [EC:3.1.3.73],
K02226,P1211_Sourdough_BE,P1211_Sourdough_BE,310,c_000000000001,M00122,alpha-ribazole phosphatase [EC:3.1.3.73],
K03186,P1211_Sourdough_BE,P1211_Sourdough_BE,371,c_000000000001,"M00117,M00989,M00849",flavin prenyltransferase [EC:2.5.1.129],
K03183,P1211_Sourdough_BE,P1211_Sourdough_BE,2940,c_000000000029,"M00117,M00989,M00116","demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]",
K02548,P1211_Sourdough_BE,P1211_Sourdough_BE,1698,c_000000000007,M00116,"1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]",
K02548,P1211_Sourdough_BE,P1211_Sourdough_BE,639,c_000000000002,M00116,"1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]",
K00869,P1211_Sourdough_BE,P1211_Sourdough_BE,655,c_000000000002,"M00095,M00849",mevalonate kinase [EC:2.7.1.36],
K00938,P1211_Sourdough_BE,P1211_Sourdough_BE,653,c_000000000002,M00095,phosphomevalonate kinase [EC:2.7.4.2],
K01597,P1211_Sourdough_BE,P1211_Sourdough_BE,654,c_000000000002,M00095,diphosphomevalonate decarboxylase [EC:4.1.1.33],
K00054,P1211_Sourdough_BE,P1211_Sourdough_BE,506,c_000000000001,M00849,hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88],
K01662,P1211_Sourdough_BE,P1211_Sourdough_BE,2330,c_000000000013,M00096,1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7],
K00919,P1211_Sourdough_BE,P1211_Sourdough_BE,517,c_000000000001,M00096,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],
K13787,P1211_Sourdough_BE,P1211_Sourdough_BE,1699,c_000000000007,"M00364,M00365,M00921","geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]",
K10208,P1211_Sourdough_BE,P1211_Sourdough_BE,2110,c_000000000010,M01038,"4,4'-diapophytoene synthase [EC:2.5.1.96]",
K02291,P1211_Sourdough_BE,P1211_Sourdough_BE,2110,c_000000000010,M00097,15-cis-phytoene synthase [EC:2.5.1.32],
K10027,P1211_Sourdough_BE,P1211_Sourdough_BE,2109,c_000000000010,M00097,phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31],
K00055,P1211_Sourdough_BE,P1211_Sourdough_BE,1991,c_000000000009,"M00538,M00537",aryl-alcohol dehydrogenase [EC:1.1.1.90],
K01821,P1211_Sourdough_BE,P1211_Sourdough_BE,637,c_000000000002,M00569,4-oxalocrotonate tautomerase [EC:5.3.2.6],
K00529,P1211_Sourdough_BE,P1211_Sourdough_BE,89,c_000000000001,M00545,3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3],
K02171,P1211_Sourdough_BE,P1211_Sourdough_BE,2475,c_000000000015,M00627,"BlaI family transcriptional regulator, penicillinase repressor",
K17836,P1211_Sourdough_BE,P1211_Sourdough_BE,523,c_000000000001,M00627,beta-lactamase class A [EC:3.5.2.6],
K17836,P1211_Sourdough_BE,P1211_Sourdough_BE,1895,c_000000000008,M00627,beta-lactamase class A [EC:3.5.2.6],
K07260,P1211_Sourdough_BE,P1211_Sourdough_BE,2915,c_000000000027,M00651,zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14],
K08641,P1211_Sourdough_BE,P1211_Sourdough_BE,1348,c_000000000004,M00651,zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22],
K08168,P1211_Sourdough_BE,P1211_Sourdough_BE,811,c_000000000002,M00704,"MFS transporter, DHA2 family, metal-tetracycline-proton antiporter",
K08168,P1211_Sourdough_BE,P1211_Sourdough_BE,939,c_000000000003,M00704,"MFS transporter, DHA2 family, metal-tetracycline-proton antiporter",
K08168,P1211_Sourdough_BE,P1211_Sourdough_BE,1287,c_000000000004,M00704,"MFS transporter, DHA2 family, metal-tetracycline-proton antiporter",
K03367,P1211_Sourdough_BE,P1211_Sourdough_BE,889,c_000000000002,M00725,D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13],
K03739,P1211_Sourdough_BE,P1211_Sourdough_BE,888,c_000000000002,M00725,membrane protein involved in D-alanine export,
K14188,P1211_Sourdough_BE,P1211_Sourdough_BE,1012,c_000000000003,M00725,D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13],
K14188,P1211_Sourdough_BE,P1211_Sourdough_BE,887,c_000000000002,M00725,D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13],
K03740,P1211_Sourdough_BE,P1211_Sourdough_BE,886,c_000000000002,M00725,D-alanine transfer protein,
K14205,P1211_Sourdough_BE,P1211_Sourdough_BE,2257,c_000000000012,M00726,phosphatidylglycerol lysyltransferase [EC:2.3.2.3],
K18907,P1211_Sourdough_BE,P1211_Sourdough_BE,1013,c_000000000003,"M00700,M00702","GntR family transcriptional regulator, regulator for abcA and norABC",
K18104,P1211_Sourdough_BE,P1211_Sourdough_BE,2645,c_000000000019,M00700,"ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]",
K18104,P1211_Sourdough_BE,P1211_Sourdough_BE,2398,c_000000000014,M00700,"ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]",
K18909,P1211_Sourdough_BE,P1211_Sourdough_BE,2458,c_000000000015,M00705,"MarR family transcriptional regulator, repressor for mepA",
K18909,P1211_Sourdough_BE,P1211_Sourdough_BE,812,c_000000000002,M00705,"MarR family transcriptional regulator, repressor for mepA",
K02440,P1211_Sourdough_BE,P1211_Sourdough_BE,280,c_000000000001,,glycerol uptake facilitator,
K02440,P1211_Sourdough_BE,P1211_Sourdough_BE,1665,c_000000000007,,glycerol uptake facilitator,
K02440,P1211_Sourdough_BE,P1211_Sourdough_BE,461,c_000000000001,,glycerol uptake facilitator,
K02440,P1211_Sourdough_BE,P1211_Sourdough_BE,2936,c_000000000029,,glycerol uptake facilitator,
K02440,P1211_Sourdough_BE,P1211_Sourdough_BE,223,c_000000000001,,glycerol uptake facilitator,
K15539,P1211_Sourdough_BE,P1211_Sourdough_BE,2921,c_000000000028,,cytoskeleton protein RodZ,
K07473,P1211_Sourdough_BE,P1211_Sourdough_BE,2619,c_000000000018,,DNA-damage-inducible protein J,
K07473,P1211_Sourdough_BE,P1211_Sourdough_BE,2805,c_000000000023,,DNA-damage-inducible protein J,
K06221,P1211_Sourdough_BE,P1211_Sourdough_BE,325,c_000000000001,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P1211_Sourdough_BE,P1211_Sourdough_BE,2856,c_000000000025,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P1211_Sourdough_BE,P1211_Sourdough_BE,2764,c_000000000022,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P1211_Sourdough_BE,P1211_Sourdough_BE,2161,c_000000000011,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P1211_Sourdough_BE,P1211_Sourdough_BE,2167,c_000000000011,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P1211_Sourdough_BE,P1211_Sourdough_BE,1530,c_000000000005,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P1211_Sourdough_BE,P1211_Sourdough_BE,1531,c_000000000005,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P1211_Sourdough_BE,P1211_Sourdough_BE,252,c_000000000001,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P1211_Sourdough_BE,P1211_Sourdough_BE,2174,c_000000000011,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K16235,P1211_Sourdough_BE,P1211_Sourdough_BE,2964,c_000000000031,,S-methylmethionine transporter,
K03572,P1211_Sourdough_BE,P1211_Sourdough_BE,2928,c_000000000028,,DNA mismatch repair protein MutL,
K06153,P1211_Sourdough_BE,P1211_Sourdough_BE,2860,c_000000000025,,undecaprenyl-diphosphatase [EC:3.6.1.27],
K26730,P1211_Sourdough_BE,P1211_Sourdough_BE,2834,c_000000000024,,Na+:H+ antiporter,
K26730,P1211_Sourdough_BE,P1211_Sourdough_BE,476,c_000000000001,,Na+:H+ antiporter,
K01953,P1211_Sourdough_BE,P1211_Sourdough_BE,2749,c_000000000021,,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],
K01953,P1211_Sourdough_BE,P1211_Sourdough_BE,1966,c_000000000009,,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],
K10914,P1211_Sourdough_BE,P1211_Sourdough_BE,2930,c_000000000029,,"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",
K07273,P1211_Sourdough_BE,P1211_Sourdough_BE,1960,c_000000000009,,lysozyme,
K07273,P1211_Sourdough_BE,P1211_Sourdough_BE,681,c_000000000002,,lysozyme,
K07273,P1211_Sourdough_BE,P1211_Sourdough_BE,1679,c_000000000007,,lysozyme,
