Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,45709_F01_Reference,ASM167680v1_TraditionalKoreanKimichi,ASM211732v1_BrewerySurface,ASM211734v1_WheatBeer,ASM276217v1_FemaleGut,ASM3988027v1_TenebrioMolitorFeces,ASM5041081v1_TomatoeFruit,ASM622820v1_BeerKeg,ASM622828v1_Beer,LBPURC4201_assembly_Sourdough
pheT_2~~~pheT_1,pheT_2;pheT_1,Phenylalanine--tRNA ligase beta subunit,10,10,1.0,1,4561,,,,591,639,634.2,JECDCPOO_00967,KDAEOHOB_01242,OPNKAGHI_01660,KAHEJOMD_01109,HMEEEBGO_00705,KGEHKDDB_00966,GMGKJONF_01019,HLLCJJMH_01015,BMKFACGC_01601,FHDKMCMF_02129
group_3038,,hypothetical protein,10,10,1.0,1,4560,,,,648,648,648.0,JECDCPOO_01809,KDAEOHOB_02076,OPNKAGHI_00720,KAHEJOMD_01936,HMEEEBGO_02641,KGEHKDDB_01848,GMGKJONF_01904,HLLCJJMH_01893,BMKFACGC_01916,FHDKMCMF_01315
group_3037,,hypothetical protein,10,10,1.0,1,4559,,,,219,276,264.6,JECDCPOO_01351,KDAEOHOB_01690,OPNKAGHI_01264,KAHEJOMD_01500,HMEEEBGO_00250,KGEHKDDB_01424,GMGKJONF_01472,HLLCJJMH_01409,BMKFACGC_01223,FHDKMCMF_01748
group_3035,,hypothetical protein,10,10,1.0,1,4556,,,,489,492,491.7,JECDCPOO_00503,KDAEOHOB_00763,OPNKAGHI_02155,KAHEJOMD_00541,HMEEEBGO_01295,KGEHKDDB_00502,GMGKJONF_00537,HLLCJJMH_00547,BMKFACGC_00539,FHDKMCMF_00076
group_3002,,hypothetical protein,10,10,1.0,1,4523,,,,1443,1461,1459.2,JECDCPOO_00450,KDAEOHOB_00708,OPNKAGHI_02211,KAHEJOMD_00486,HMEEEBGO_01352,KGEHKDDB_00448,GMGKJONF_00483,HLLCJJMH_00493,BMKFACGC_00476,FHDKMCMF_00132
group_2980,,hypothetical protein,10,10,1.0,1,4501,,,,321,321,321.0,JECDCPOO_00504,KDAEOHOB_00764,OPNKAGHI_02154,KAHEJOMD_00542,HMEEEBGO_01294,KGEHKDDB_00503,GMGKJONF_00538,HLLCJJMH_00548,BMKFACGC_00540,FHDKMCMF_00075
group_2960,ywqD,Tyrosine-protein kinase YwqD,10,10,1.0,1,4481,,,,771,771,771.0,JECDCPOO_01759,KDAEOHOB_02026,OPNKAGHI_00768,KAHEJOMD_01886,HMEEEBGO_02691,KGEHKDDB_01798,GMGKJONF_01853,HLLCJJMH_01843,BMKFACGC_01864,FHDKMCMF_01365
group_2954,,hypothetical protein,10,10,1.0,1,4475,,,,288,288,288.0,JECDCPOO_00821,KDAEOHOB_01102,OPNKAGHI_01807,KAHEJOMD_00965,HMEEEBGO_00938,KGEHKDDB_00826,GMGKJONF_00876,HLLCJJMH_00874,BMKFACGC_00900,FHDKMCMF_02269
pyrAA,pyrAA,Carbamoyl phosphate synthase pyrimidine-specific small chain,10,10,1.0,1,4473,,,,1077,1077,1077.0,JECDCPOO_01201,KDAEOHOB_01462,OPNKAGHI_01417,KAHEJOMD_01333,HMEEEBGO_00482,KGEHKDDB_01187,GMGKJONF_01242,HLLCJJMH_01236,BMKFACGC_01392,FHDKMCMF_01907
group_2952,rpmE2,Large ribosomal subunit protein bL31B,10,10,1.0,1,4472,,,,252,252,252.0,JECDCPOO_00534,KDAEOHOB_00794,OPNKAGHI_02120,KAHEJOMD_00573,HMEEEBGO_01263,KGEHKDDB_00533,GMGKJONF_00570,HLLCJJMH_00578,BMKFACGC_00572,FHDKMCMF_00044
group_2951,murA1_1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,10,10,1.0,1,4471,,,,1287,1287,1287.0,JECDCPOO_00533,KDAEOHOB_00793,OPNKAGHI_02121,KAHEJOMD_00572,HMEEEBGO_01264,KGEHKDDB_00532,GMGKJONF_00569,HLLCJJMH_00577,BMKFACGC_00571,FHDKMCMF_00045
group_2940,,hypothetical protein,10,10,1.0,1,4460,,,,1086,1086,1086.0,JECDCPOO_00369,KDAEOHOB_00627,OPNKAGHI_02283,KAHEJOMD_00401,HMEEEBGO_01433,KGEHKDDB_00367,GMGKJONF_00401,HLLCJJMH_00413,BMKFACGC_00406,FHDKMCMF_00212
group_2920,,hypothetical protein,10,10,1.0,1,4440,,,,1092,1092,1092.0,JECDCPOO_02189,KDAEOHOB_02435,OPNKAGHI_00348,KAHEJOMD_02322,HMEEEBGO_02175,KGEHKDDB_02210,GMGKJONF_02270,HLLCJJMH_02296,BMKFACGC_02283,FHDKMCMF_00943
emrB~~~emrB_2,emrB;emrB_2,Multidrug export protein EmrB,10,10,1.0,1,4439,,,,1497,1497,1497.0,JECDCPOO_01835,KDAEOHOB_02102,OPNKAGHI_00694,KAHEJOMD_01963,HMEEEBGO_02615,KGEHKDDB_01874,GMGKJONF_01930,HLLCJJMH_01919,BMKFACGC_01942,FHDKMCMF_01288
murG,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,10,10,1.0,1,4399,,,,1095,1095,1095.0,JECDCPOO_01463,KDAEOHOB_01803,OPNKAGHI_01148,KAHEJOMD_01613,HMEEEBGO_00074,KGEHKDDB_01535,GMGKJONF_01586,HLLCJJMH_01636,BMKFACGC_01105,FHDKMCMF_01637
tagO,tagO,putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase,10,10,1.0,1,4396,,,,1095,1095,1095.0,JECDCPOO_00667,KDAEOHOB_00931,OPNKAGHI_01979,KAHEJOMD_00718,HMEEEBGO_01122,KGEHKDDB_00677,GMGKJONF_00710,HLLCJJMH_00719,BMKFACGC_00717,FHDKMCMF_02418
pepQ,pepQ,Xaa-Pro dipeptidase,10,10,1.0,1,4381,,,,1098,1098,1098.0,JECDCPOO_00886,KDAEOHOB_01162,OPNKAGHI_01745,KAHEJOMD_01030,HMEEEBGO_00873,KGEHKDDB_00887,GMGKJONF_00940,HLLCJJMH_00936,BMKFACGC_00968,FHDKMCMF_02208
group_2851,,Putative 3-methyladenine DNA glycosylase,10,11,1.1,1,4366,,,,303,636,576.2727272727273,JECDCPOO_02040,KDAEOHOB_02306,OPNKAGHI_00489;OPNKAGHI_00490,KAHEJOMD_02177,HMEEEBGO_02326,KGEHKDDB_02086,GMGKJONF_02140,HLLCJJMH_02140,BMKFACGC_02160,FHDKMCMF_01071
ychF,ychF,Ribosome-binding ATPase YchF,10,10,1.0,1,4365,,,,1101,1101,1101.0,JECDCPOO_02205,KDAEOHOB_02451,OPNKAGHI_00332,KAHEJOMD_02338,HMEEEBGO_02159,KGEHKDDB_02226,GMGKJONF_02286,HLLCJJMH_02312,BMKFACGC_02299,FHDKMCMF_00927
trxA_1,trxA_1,Thioredoxin,10,10,1.0,1,4364,,,,231,327,317.4,JECDCPOO_00362,KDAEOHOB_00620,OPNKAGHI_02290,KAHEJOMD_00394,HMEEEBGO_01440,KGEHKDDB_00360,GMGKJONF_00394,HLLCJJMH_00406,BMKFACGC_00399,FHDKMCMF_00219
potA,potA,Spermidine/putrescine import ATP-binding protein PotA,10,10,1.0,1,4296,,,,1113,1113,1113.0,JECDCPOO_01976,KDAEOHOB_02247,OPNKAGHI_00546,KAHEJOMD_02114,HMEEEBGO_02390,KGEHKDDB_02024,GMGKJONF_02081,HLLCJJMH_02072,BMKFACGC_02090,FHDKMCMF_01133
dinB_1,dinB_1,DNA polymerase IV,10,10,1.0,1,4295,,,,1113,1113,1113.0,JECDCPOO_00859,KDAEOHOB_01140,OPNKAGHI_01768,KAHEJOMD_01003,HMEEEBGO_00900,KGEHKDDB_00864,GMGKJONF_00914,HLLCJJMH_00913,BMKFACGC_00939,FHDKMCMF_02231
group_2766,,hypothetical protein,10,10,1.0,1,4276,,,,1326,1326,1326.0,JECDCPOO_00185,KDAEOHOB_00441,OPNKAGHI_02489,KAHEJOMD_00220,HMEEEBGO_01618,KGEHKDDB_00183,GMGKJONF_00209,HLLCJJMH_00227,BMKFACGC_00205,FHDKMCMF_00396
ykoT_1~~~ykoT,ykoT_1;ykoT,putative glycosyltransferase YkoT,10,10,1.0,1,4267,,,,1020,1020,1020.0,JECDCPOO_00327,KDAEOHOB_00586,OPNKAGHI_02326,KAHEJOMD_00359,HMEEEBGO_01476,KGEHKDDB_00325,GMGKJONF_00357,HLLCJJMH_00371,BMKFACGC_00359,FHDKMCMF_00254
mmgC,mmgC,Acyl-CoA dehydrogenase,10,10,1.0,1,4265,,,,1119,1119,1119.0,JECDCPOO_02023,KDAEOHOB_02289,OPNKAGHI_00505,KAHEJOMD_02160,HMEEEBGO_02345,KGEHKDDB_02069,GMGKJONF_02123,HLLCJJMH_02122,BMKFACGC_02142,FHDKMCMF_01088
group_2756,,hypothetical protein,10,10,1.0,1,4264,,,,420,642,619.8,JECDCPOO_01263,KDAEOHOB_01527,OPNKAGHI_01353,KAHEJOMD_01413,HMEEEBGO_00417,KGEHKDDB_01256,GMGKJONF_01301,HLLCJJMH_01321,BMKFACGC_01316,FHDKMCMF_01834
sbcD,sbcD,Nuclease SbcCD subunit D,10,10,1.0,1,4262,,,,1134,1134,1134.0,JECDCPOO_02079,KDAEOHOB_02347,OPNKAGHI_00446,KAHEJOMD_02218,HMEEEBGO_02288,KGEHKDDB_02126,GMGKJONF_02182,HLLCJJMH_02179,BMKFACGC_02201,FHDKMCMF_01032
pduQ_1,pduQ_1,1-propanol dehydrogenase PduQ,10,10,1.0,1,4261,,,,1122,1122,1122.0,JECDCPOO_01708,KDAEOHOB_01955,OPNKAGHI_00819,KAHEJOMD_01836,HMEEEBGO_02744,KGEHKDDB_01751,GMGKJONF_01807,HLLCJJMH_01792,BMKFACGC_01818,FHDKMCMF_01414
group_2754,,hypothetical protein,10,10,1.0,1,4257,,,,534,534,534.0,JECDCPOO_00193,KDAEOHOB_00449,OPNKAGHI_02480,KAHEJOMD_00228,HMEEEBGO_01610,KGEHKDDB_00191,GMGKJONF_00217,HLLCJJMH_00235,BMKFACGC_00213,FHDKMCMF_00388
oppD_2~~~oppD_1~~~oppD,oppD_2;oppD_1;oppD,Oligopeptide transport ATP-binding protein OppD,10,11,1.1,1,4247,,,,498,1014,923.1818181818181,JECDCPOO_00198,KDAEOHOB_00454,OPNKAGHI_02474;OPNKAGHI_02475,KAHEJOMD_00233,HMEEEBGO_01605,KGEHKDDB_00196,GMGKJONF_00223,HLLCJJMH_00240,BMKFACGC_00218,FHDKMCMF_00383
yvdD,yvdD,LOG family protein YvdD,10,10,1.0,1,4246,,,,579,579,579.0,JECDCPOO_00638,KDAEOHOB_00902,OPNKAGHI_02010,KAHEJOMD_00689,HMEEEBGO_01151,KGEHKDDB_00648,GMGKJONF_00681,HLLCJJMH_00690,BMKFACGC_00686,FHDKMCMF_02447
kduI1_1~~~kduI1_2,kduI1_1;kduI1_2,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1,10,10,1.0,1,4245,,,,369,846,798.3,JECDCPOO_00352,KDAEOHOB_00610,OPNKAGHI_02302,KAHEJOMD_00384,HMEEEBGO_01450,KGEHKDDB_00350,GMGKJONF_00383,HLLCJJMH_00396,BMKFACGC_00390,FHDKMCMF_00229
comFA,comFA,Competence protein ComFA,10,10,1.0,1,4226,,,,1320,1320,1320.0,JECDCPOO_00669,KDAEOHOB_00933,OPNKAGHI_01977,KAHEJOMD_00720,HMEEEBGO_01120,KGEHKDDB_00679,GMGKJONF_00712,HLLCJJMH_00721,BMKFACGC_00719,FHDKMCMF_02416
group_2740,,hypothetical protein,10,11,1.1,1,4225,,,,126,3351,3042.0,JECDCPOO_02063,KDAEOHOB_02331,OPNKAGHI_00465,KAHEJOMD_02200,HMEEEBGO_02304,KGEHKDDB_02110,GMGKJONF_02166;GMGKJONF_02165,HLLCJJMH_02163,BMKFACGC_02184,FHDKMCMF_01048
group_2731,,hypothetical protein,10,10,1.0,1,4214,,,,2721,2721,2721.0,JECDCPOO_00382,KDAEOHOB_00639,OPNKAGHI_02271,KAHEJOMD_00413,HMEEEBGO_01421,KGEHKDDB_00379,GMGKJONF_00413,HLLCJJMH_00425,BMKFACGC_00418,FHDKMCMF_00200
group_2730,,hypothetical protein,10,10,1.0,1,4213,,,,1350,1350,1350.0,JECDCPOO_00328,KDAEOHOB_00587,OPNKAGHI_02325,KAHEJOMD_00360,HMEEEBGO_01475,KGEHKDDB_00326,GMGKJONF_00358,HLLCJJMH_00372,BMKFACGC_00360,FHDKMCMF_00253
group_2727,,hypothetical protein,10,10,1.0,1,4210,,,,297,297,297.0,JECDCPOO_00342,KDAEOHOB_00601,OPNKAGHI_02311,KAHEJOMD_00374,HMEEEBGO_01461,KGEHKDDB_00340,GMGKJONF_00373,HLLCJJMH_00386,BMKFACGC_00378,FHDKMCMF_00239
group_2726,,hypothetical protein,10,11,1.1,1,4209,,,,264,642,575.4545454545455,JECDCPOO_02216,KDAEOHOB_02462,OPNKAGHI_00320,KAHEJOMD_02349,HMEEEBGO_02148,KGEHKDDB_02237,GMGKJONF_02297;GMGKJONF_02298,HLLCJJMH_02323,BMKFACGC_02310,FHDKMCMF_00916
gpmA_6~~~gpmA_2,gpmA_6;gpmA_2,23-bisphosphoglycerate-dependent phosphoglycerate mutase,10,10,1.0,1,4198,,,,552,672,660.0,JECDCPOO_00616,KDAEOHOB_00875,OPNKAGHI_02032,KAHEJOMD_00658,HMEEEBGO_01178,KGEHKDDB_00626,GMGKJONF_00653,HLLCJJMH_00667,BMKFACGC_00659,FHDKMCMF_02469
recA,recA,Protein RecA,10,10,1.0,1,4176,,,,1134,1134,1134.0,JECDCPOO_00848,KDAEOHOB_01129,OPNKAGHI_01780,KAHEJOMD_00992,HMEEEBGO_00911,KGEHKDDB_00853,GMGKJONF_00903,HLLCJJMH_00902,BMKFACGC_00928,FHDKMCMF_02242
group_2688,,hypothetical protein,10,10,1.0,1,4165,,,,309,324,322.5,JECDCPOO_02238,KDAEOHOB_02483,OPNKAGHI_00300,KAHEJOMD_02367,HMEEEBGO_02129,KGEHKDDB_02258,GMGKJONF_02324,HLLCJJMH_02345,BMKFACGC_02332,FHDKMCMF_00897
guaB,guaB,Inosine-5'-monophosphate dehydrogenase,10,10,1.0,1,4162,,,,1140,1140,1140.0,JECDCPOO_02202,KDAEOHOB_02448,OPNKAGHI_00335,KAHEJOMD_02335,HMEEEBGO_02162,KGEHKDDB_02223,GMGKJONF_02283,HLLCJJMH_02309,BMKFACGC_02296,FHDKMCMF_00930
mutY,mutY,Adenine DNA glycosylase,10,10,1.0,1,4161,,,,1140,1140,1140.0,JECDCPOO_02061,KDAEOHOB_02329,OPNKAGHI_00467,KAHEJOMD_02198,HMEEEBGO_02306,KGEHKDDB_02108,GMGKJONF_02163,HLLCJJMH_02161,BMKFACGC_02182,FHDKMCMF_01050
glxK,glxK,Glycerate 3-kinase,10,10,1.0,1,4158,,,,1140,1140,1140.0,JECDCPOO_00448,KDAEOHOB_00706,OPNKAGHI_02212,KAHEJOMD_00484,HMEEEBGO_01354,KGEHKDDB_00446,GMGKJONF_00481,HLLCJJMH_00491,BMKFACGC_00473,FHDKMCMF_00134
tgt,tgt,Queuine tRNA-ribosyltransferase,10,10,1.0,1,4093,,,,1146,1146,1146.0,JECDCPOO_00857,KDAEOHOB_01138,OPNKAGHI_01770,KAHEJOMD_01001,HMEEEBGO_00902,KGEHKDDB_00862,GMGKJONF_00912,HLLCJJMH_00911,BMKFACGC_00937,FHDKMCMF_02233
bglK_2~~~bglK_1,bglK_2;bglK_1,Beta-glucoside kinase,10,10,1.0,1,4092,,,,915,918,916.8,JECDCPOO_00502,KDAEOHOB_00762,OPNKAGHI_02156,KAHEJOMD_00540,HMEEEBGO_01296,KGEHKDDB_00501,GMGKJONF_00536,HLLCJJMH_00546,BMKFACGC_00538,FHDKMCMF_00077
iscS_1,iscS_1,Cysteine desulfurase IscS,10,10,1.0,1,4091,,,,1146,1146,1146.0,JECDCPOO_00829,KDAEOHOB_01110,OPNKAGHI_01799,KAHEJOMD_00973,HMEEEBGO_00930,KGEHKDDB_00834,GMGKJONF_00884,HLLCJJMH_00883,BMKFACGC_00909,FHDKMCMF_02261
fluC1,fluC1,Fluoride-specific ion channel FluC 1,10,10,1.0,1,4089,,,,393,393,393.0,JECDCPOO_00364,KDAEOHOB_00622,OPNKAGHI_02288,KAHEJOMD_00396,HMEEEBGO_01438,KGEHKDDB_00362,GMGKJONF_00396,HLLCJJMH_00408,BMKFACGC_00401,FHDKMCMF_00217
group_2604,,hypothetical protein,10,10,1.0,1,4073,,,,507,507,507.0,JECDCPOO_01211,KDAEOHOB_01472,OPNKAGHI_01408,KAHEJOMD_01343,HMEEEBGO_00472,KGEHKDDB_01197,GMGKJONF_01252,HLLCJJMH_01246,BMKFACGC_01381,FHDKMCMF_01896
group_2599,;dkgA,Aldo-keto reductase/MSMEI_2347;hypothetical protein;25-diketo-D-gluconic acid reductase A,10,11,1.1,1,4068,,,,288,864,729.5454545454545,JECDCPOO_01159,KDAEOHOB_01426,OPNKAGHI_01455;OPNKAGHI_01456,KAHEJOMD_01296,HMEEEBGO_00518,KGEHKDDB_01151,GMGKJONF_01205,HLLCJJMH_01200,BMKFACGC_01429,FHDKMCMF_01943
group_2579,,hypothetical protein,10,10,1.0,1,4048,,,,117,117,117.0,JECDCPOO_02000,KDAEOHOB_02272,OPNKAGHI_00522,KAHEJOMD_02138,HMEEEBGO_02366,KGEHKDDB_02048,GMGKJONF_02106,HLLCJJMH_02099,BMKFACGC_02118,FHDKMCMF_01109
group_2564,,hypothetical protein,10,10,1.0,1,4033,,,,123,123,123.0,JECDCPOO_01471,KDAEOHOB_01811,OPNKAGHI_01140,KAHEJOMD_01621,HMEEEBGO_00066,KGEHKDDB_01543,GMGKJONF_01594,HLLCJJMH_01644,BMKFACGC_01097,FHDKMCMF_01629
group_2563,,hypothetical protein,10,10,1.0,1,4032,,,,123,123,123.0,JECDCPOO_00732,KDAEOHOB_00996,OPNKAGHI_01909,KAHEJOMD_00783,HMEEEBGO_01057,KGEHKDDB_00742,GMGKJONF_00776,HLLCJJMH_00785,BMKFACGC_00784,FHDKMCMF_02353
rpmH,rpmH,Large ribosomal subunit protein bL34,10,10,1.0,1,4017,,,,135,135,135.0,JECDCPOO_02504,KDAEOHOB_00258,OPNKAGHI_02658,KAHEJOMD_02628,HMEEEBGO_01823,KGEHKDDB_02547,GMGKJONF_02583,HLLCJJMH_02644,BMKFACGC_02624,FHDKMCMF_00608
group_2537,,hypothetical protein,10,10,1.0,1,4005,,,,321,480,464.1,JECDCPOO_00451,KDAEOHOB_00709,OPNKAGHI_02210,KAHEJOMD_00487,HMEEEBGO_01351,KGEHKDDB_00449,GMGKJONF_00484,HLLCJJMH_00494,BMKFACGC_00477,FHDKMCMF_00131
group_2535,,hypothetical protein,10,10,1.0,1,4003,,,,1164,1164,1164.0,JECDCPOO_01954,KDAEOHOB_02224,OPNKAGHI_00569,KAHEJOMD_02091,HMEEEBGO_02415,KGEHKDDB_02001,GMGKJONF_02056,HLLCJJMH_02047,BMKFACGC_02066,FHDKMCMF_01158
rpmGA,rpmGA,Large ribosomal subunit protein bL33A,10,10,1.0,1,3995,,,,150,150,150.0,JECDCPOO_01016,KDAEOHOB_01291,OPNKAGHI_01607,KAHEJOMD_01157,HMEEEBGO_00656,KGEHKDDB_01015,GMGKJONF_01068,HLLCJJMH_01064,BMKFACGC_01544,FHDKMCMF_02080
group_2524,,hypothetical protein,10,10,1.0,1,3990,,,,153,153,153.0,JECDCPOO_00849,KDAEOHOB_01130,OPNKAGHI_01778,KAHEJOMD_00993,HMEEEBGO_00910,KGEHKDDB_00854,GMGKJONF_00904,HLLCJJMH_00903,BMKFACGC_00929,FHDKMCMF_02241
group_2522,,hypothetical protein,10,10,1.0,1,3988,,,,579,579,579.0,JECDCPOO_02218,KDAEOHOB_02464,OPNKAGHI_00318,KAHEJOMD_02351,HMEEEBGO_02146,KGEHKDDB_02239,GMGKJONF_02300,HLLCJJMH_02325,BMKFACGC_02313,FHDKMCMF_00914
group_2517,,hypothetical protein,10,10,1.0,1,3983,,,,156,156,156.0,JECDCPOO_01956,KDAEOHOB_02226,OPNKAGHI_00567,KAHEJOMD_02093,HMEEEBGO_02413,KGEHKDDB_02003,GMGKJONF_02058,HLLCJJMH_02049,BMKFACGC_02068,FHDKMCMF_01156
group_2516,,hypothetical protein,10,10,1.0,1,3982,,,,672,672,672.0,JECDCPOO_01191,KDAEOHOB_01452,OPNKAGHI_01428,KAHEJOMD_01323,HMEEEBGO_00492,KGEHKDDB_01177,GMGKJONF_01232,HLLCJJMH_01226,BMKFACGC_01402,FHDKMCMF_01917
napA_1,napA_1,Na(+)/H(+) antiporter,10,10,1.0,1,3979,,,,1167,1167,1167.0,JECDCPOO_00380,KDAEOHOB_00637,OPNKAGHI_02273,KAHEJOMD_00411,HMEEEBGO_01423,KGEHKDDB_00377,GMGKJONF_00411,HLLCJJMH_00423,BMKFACGC_00416,FHDKMCMF_00202
patB,patB,Cystathionine beta-lyase PatB,10,10,1.0,1,3975,,,,1167,1167,1167.0,JECDCPOO_00324,KDAEOHOB_00583,OPNKAGHI_02329,KAHEJOMD_00356,HMEEEBGO_01479,KGEHKDDB_00322,GMGKJONF_00354,HLLCJJMH_00368,BMKFACGC_00356,FHDKMCMF_00257
group_2507,,hypothetical protein,10,10,1.0,1,3971,,,,1167,1167,1167.0,JECDCPOO_00119,KDAEOHOB_00373,OPNKAGHI_02559,KAHEJOMD_00136,HMEEEBGO_01700,KGEHKDDB_00111,GMGKJONF_00139,HLLCJJMH_00158,BMKFACGC_00130,FHDKMCMF_00468
group_2506,,hypothetical protein,10,10,1.0,1,3970,,,,159,159,159.0,JECDCPOO_00136,KDAEOHOB_00392,OPNKAGHI_02544,KAHEJOMD_00159,HMEEEBGO_01681,KGEHKDDB_00130,GMGKJONF_00161,HLLCJJMH_00178,BMKFACGC_00149,FHDKMCMF_00449
maa_5,maa_5,Maltose O-acetyltransferase,10,10,1.0,1,3962,,,,609,609,609.0,JECDCPOO_02045,KDAEOHOB_02311,OPNKAGHI_00484,KAHEJOMD_02182,HMEEEBGO_02321,KGEHKDDB_02091,GMGKJONF_02145,HLLCJJMH_02145,BMKFACGC_02166,FHDKMCMF_01066
galK_2,galK_2,Galactokinase,10,10,1.0,1,3961,,,,1170,1170,1170.0,JECDCPOO_02018,KDAEOHOB_02284,OPNKAGHI_00511,KAHEJOMD_02155,HMEEEBGO_02350,KGEHKDDB_02064,GMGKJONF_02118,HLLCJJMH_02117,BMKFACGC_02137,FHDKMCMF_01093
dhaT,dhaT,13-propanediol dehydrogenase,10,10,1.0,1,3951,,,,1173,1173,1173.0,JECDCPOO_02356,KDAEOHOB_00107,OPNKAGHI_00183,KAHEJOMD_02476,HMEEEBGO_01966,KGEHKDDB_02383,GMGKJONF_02435,HLLCJJMH_02463,BMKFACGC_02450,FHDKMCMF_00781
group_2488,,hypothetical protein,10,10,1.0,1,3948,,,,1173,1173,1173.0,JECDCPOO_01071,KDAEOHOB_01345,OPNKAGHI_01549,KAHEJOMD_01212,HMEEEBGO_00601,KGEHKDDB_01070,GMGKJONF_01122,HLLCJJMH_01119,BMKFACGC_01487,FHDKMCMF_02025
group_2487,,hypothetical protein,10,10,1.0,1,3947,,,,438,438,438.0,JECDCPOO_01834,KDAEOHOB_02101,OPNKAGHI_00695,KAHEJOMD_01962,HMEEEBGO_02616,KGEHKDDB_01873,GMGKJONF_01929,HLLCJJMH_01918,BMKFACGC_01941,FHDKMCMF_01289
group_2482,,hypothetical protein,10,10,1.0,1,3942,,,,1173,1173,1173.0,JECDCPOO_00330,KDAEOHOB_00589,OPNKAGHI_02323,KAHEJOMD_00362,HMEEEBGO_01473,KGEHKDDB_00328,GMGKJONF_00360,HLLCJJMH_00374,BMKFACGC_00362,FHDKMCMF_00251
group_2472,,hypothetical protein,10,10,1.0,1,3932,,,,174,174,174.0,JECDCPOO_02036,KDAEOHOB_02302,OPNKAGHI_00495,KAHEJOMD_02173,HMEEEBGO_02330,KGEHKDDB_02082,GMGKJONF_02136,HLLCJJMH_02136,BMKFACGC_02156,FHDKMCMF_01075
group_2471,,hypothetical protein,10,10,1.0,1,3931,,,,174,174,174.0,JECDCPOO_00753,KDAEOHOB_01017,OPNKAGHI_01887,KAHEJOMD_00805,HMEEEBGO_01036,KGEHKDDB_00763,GMGKJONF_00797,HLLCJJMH_00806,BMKFACGC_00808,FHDKMCMF_02332
group_2469,,hypothetical protein,10,11,1.1,1,3929,,,,234,747,684.8181818181819,JECDCPOO_00505,KDAEOHOB_00765,OPNKAGHI_02153,KAHEJOMD_00543,HMEEEBGO_01293;HMEEEBGO_01292,KGEHKDDB_00504,GMGKJONF_00539,HLLCJJMH_00549,BMKFACGC_00541,FHDKMCMF_00074
group_2461,,hypothetical protein,10,10,1.0,1,3921,,,,177,177,177.0,JECDCPOO_01022,KDAEOHOB_01297,OPNKAGHI_01601,KAHEJOMD_01163,HMEEEBGO_00650,KGEHKDDB_01021,GMGKJONF_01074,HLLCJJMH_01070,BMKFACGC_01538,FHDKMCMF_02074
secE,secE,Protein translocase subunit SecE,10,10,1.0,1,3920,,,,177,177,177.0,JECDCPOO_00631,KDAEOHOB_00890,OPNKAGHI_02017,KAHEJOMD_00677,HMEEEBGO_01163,KGEHKDDB_00641,GMGKJONF_00668,HLLCJJMH_00683,BMKFACGC_00674,FHDKMCMF_02454
group_2452,,hypothetical protein,10,10,1.0,1,3911,,,,180,180,180.0,JECDCPOO_00755,KDAEOHOB_01019,OPNKAGHI_01885,KAHEJOMD_00807,HMEEEBGO_01034,KGEHKDDB_00765,GMGKJONF_00799,HLLCJJMH_00808,BMKFACGC_00810,FHDKMCMF_02330
group_2447,,hypothetical protein,10,10,1.0,1,3906,,,,183,183,183.0,JECDCPOO_02149,KDAEOHOB_02396,OPNKAGHI_00400,KAHEJOMD_02269,HMEEEBGO_02239,KGEHKDDB_02175,GMGKJONF_02233,HLLCJJMH_02229,BMKFACGC_02257,FHDKMCMF_00979
rpmD,rpmD,Large ribosomal subunit protein uL30,10,10,1.0,1,3905,,,,183,183,183.0,JECDCPOO_01786,KDAEOHOB_02053,OPNKAGHI_00744,KAHEJOMD_01913,HMEEEBGO_02664,KGEHKDDB_01825,GMGKJONF_01881,HLLCJJMH_01870,BMKFACGC_01892,FHDKMCMF_01338
group_2445,,hypothetical protein,10,10,1.0,1,3903,,,,183,183,183.0,JECDCPOO_01378,KDAEOHOB_01716,OPNKAGHI_01237,KAHEJOMD_01526,HMEEEBGO_00224,KGEHKDDB_01450,GMGKJONF_01499,HLLCJJMH_01435,BMKFACGC_01195,FHDKMCMF_01722
group_2444,,hypothetical protein,10,10,1.0,1,3902,,,,183,183,183.0,JECDCPOO_00472,KDAEOHOB_00731,OPNKAGHI_02188,KAHEJOMD_00509,HMEEEBGO_01329,KGEHKDDB_00470,GMGKJONF_00505,HLLCJJMH_00515,BMKFACGC_00502,FHDKMCMF_00108
napA_2,napA_2,Na(+)/H(+) antiporter,10,10,1.0,1,3895,,,,1182,1182,1182.0,JECDCPOO_00473,KDAEOHOB_00732,OPNKAGHI_02187,KAHEJOMD_00510,HMEEEBGO_01328,KGEHKDDB_00471,GMGKJONF_00506,HLLCJJMH_00516,BMKFACGC_00503,FHDKMCMF_00107
