query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function
00000060|gene_cluster_GC_00003465|genome_name_P3351_Finger_millet_BE|gene_callers_id_1434	sp|Q59219|IABF_BACOV	48.529	476	234	2	15	479	37	512	1.30e-170	493	sp|Q59219|IABF_BACOV Intracellular exo-alpha-L-arabinofuranosidase OS=Bacteroides ovatus OX=28116 GN=asdII PE=3 SV=1
00000060|gene_cluster_GC_00003465|genome_name_P3351_Finger_millet_BE|gene_callers_id_1434	sp|A2QQ94|ABFC_ASPNC	31.981	419	254	13	3	403	15	420	2.29e-49	179	sp|A2QQ94|ABFC_ASPNC Probable alpha-L-arabinofuranosidase C OS=Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513) OX=425011 GN=abfC PE=3 SV=1
00000060|gene_cluster_GC_00003465|genome_name_P3351_Finger_millet_BE|gene_callers_id_1434	sp|Q0D1I6|ABFC_ASPTN	33.596	381	226	12	23	389	34	401	1.04e-48	177	sp|Q0D1I6|ABFC_ASPTN Probable alpha-L-arabinofuranosidase C OS=Aspergillus terreus (strain NIH 2624 / FGSC A1156) OX=341663 GN=abfC PE=3 SV=1
00000060|gene_cluster_GC_00003465|genome_name_P3351_Finger_millet_BE|gene_callers_id_1434	sp|Q4WTB3|ABFC_ASPFU	32.080	399	241	12	23	403	34	420	8.41e-48	175	sp|Q4WTB3|ABFC_ASPFU Probable alpha-L-arabinofuranosidase C OS=Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) OX=330879 GN=abfC PE=3 SV=2
00000063|gene_cluster_GC_00003538|genome_name_P2694_LMG_BE|gene_callers_id_1814	sp|Q7N1I3|HICB1_PHOLL	46.939	49	25	1	9	57	22	69	5.00e-05	43.9	sp|Q7N1I3|HICB1_PHOLL Antitoxin HicB 1 OS=Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) OX=243265 GN=hicB1 PE=3 SV=1
00000063|gene_cluster_GC_00003538|genome_name_P2694_LMG_BE|gene_callers_id_1814	sp|P51716|YO14_BPHC1	28.319	113	69	4	7	113	1	107	0.001	39.7	sp|P51716|YO14_BPHC1 Uncharacterized 14.9 kDa protein in rep-hol intergenic region OS=Haemophilus phage HP1 (strain HP1c1) OX=1289570 PE=4 SV=1
00000063|gene_cluster_GC_00003538|genome_name_P2694_LMG_BE|gene_callers_id_1814	sp|Q7MZD8|HICB2_PHOLL	41.304	46	25	1	9	54	7	50	0.002	39.3	sp|Q7MZD8|HICB2_PHOLL Antitoxin HicB 2 OS=Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) OX=243265 GN=hicB2 PE=3 SV=1
00000063|gene_cluster_GC_00003538|genome_name_P2694_LMG_BE|gene_callers_id_1814	sp|Q9HK40|Y767_THEAC	41.026	39	23	0	12	50	5	43	0.003	37.7	sp|Q9HK40|Y767_THEAC UPF0150 protein Ta0767 OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta0767 PE=3 SV=1
00000073|gene_cluster_GC_00003350|genome_name_P3354_OFSP_BE|gene_callers_id_994	sp|Q9ZD18|Y532_RICPR	25.714	70	52	0	61	130	33	102	0.007	38.1	sp|Q9ZD18|Y532_RICPR Uncharacterized protein RP532 OS=Rickettsia prowazekii (strain Madrid E) OX=272947 GN=RP532 PE=4 SV=1
00000074|gene_cluster_GC_00003616|genome_name_P2695_Unknown_BE|gene_callers_id_2282	sp|P21325|RT67_ECOLX	34.528	614	330	18	10	602	14	576	2.07e-95	308	sp|P21325|RT67_ECOLX Retron Ec67 protein OS=Escherichia coli OX=562 GN=ret PE=1 SV=2
00000074|gene_cluster_GC_00003616|genome_name_P2695_Unknown_BE|gene_callers_id_2282	sp|P23072|RT162_MYXXA	30.530	321	182	9	6	294	146	457	1.62e-38	152	sp|P23072|RT162_MYXXA Retron Mx162 reverse transcriptase OS=Myxococcus xanthus OX=34 PE=3 SV=1
00000074|gene_cluster_GC_00003616|genome_name_P2695_Unknown_BE|gene_callers_id_2282	sp|P23070|RT86_ECOLX	32.258	310	183	9	13	319	24	309	3.38e-38	147	sp|P23070|RT86_ECOLX Retron Ec86 reverse transcriptase OS=Escherichia coli OX=562 GN=ret PE=1 SV=1
00000074|gene_cluster_GC_00003616|genome_name_P2695_Unknown_BE|gene_callers_id_2282	sp|P23071|RT65_MYXXA	31.429	280	151	6	39	296	150	410	2.15e-35	142	sp|P23071|RT65_MYXXA Retron Mx65 reverse transcriptase OS=Myxococcus xanthus OX=34 PE=3 SV=1
00000074|gene_cluster_GC_00003616|genome_name_P2695_Unknown_BE|gene_callers_id_2282	sp|Q46666|RT78_ECOLX	30.000	220	138	3	39	248	29	242	6.16e-17	85.5	sp|Q46666|RT78_ECOLX Retron Ec78 reverse transcriptase OS=Escherichia coli OX=562 GN=ret PE=1 SV=2
00000077|gene_cluster_GC_00003907|genome_name_P2694_LMG_BE|gene_callers_id_1825	sp|O31417|YAZB_BACSU	36.364	55	35	0	11	65	7	61	0.003	38.9	sp|O31417|YAZB_BACSU Uncharacterized HTH-type transcriptional regulator YazB OS=Bacillus subtilis (strain 168) OX=224308 GN=yazB PE=4 SV=1
00000077|gene_cluster_GC_00003907|genome_name_P2694_LMG_BE|gene_callers_id_1825	sp|P96631|IMMR_BACSU	33.929	56	37	0	10	65	3	58	0.003	40.0	sp|P96631|IMMR_BACSU HTH-type transcriptional regulator ImmR OS=Bacillus subtilis (strain 168) OX=224308 GN=immR PE=1 SV=1
00000078|gene_cluster_GC_00003526|genome_name_P2500_SD_IT|gene_callers_id_2448	sp|C0H3S6|YWZG_BACSU	28.395	81	51	2	16	89	12	92	0.003	37.7	sp|C0H3S6|YWZG_BACSU Putative DNA-binding protein YwzG OS=Bacillus subtilis (strain 168) OX=224308 GN=ywzG PE=4 SV=1
00000081|gene_cluster_GC_00003507|genome_name_P3351_Finger_millet_BE|gene_callers_id_2274	sp|P52086|COBC_ECOLI	31.122	196	132	3	1	195	1	194	5.72e-23	94.4	sp|P52086|COBC_ECOLI Adenosylcobalamin/alpha-ribazole phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=cobC PE=1 SV=1
00000081|gene_cluster_GC_00003507|genome_name_P3351_Finger_millet_BE|gene_callers_id_2274	sp|P39701|COBC_SALTY	29.592	196	135	3	1	195	1	194	1.23e-20	88.2	sp|P39701|COBC_SALTY Adenosylcobalamin/alpha-ribazole phosphatase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=cobC PE=1 SV=3
00000081|gene_cluster_GC_00003507|genome_name_P3351_Finger_millet_BE|gene_callers_id_2274	sp|P58652|COBC_SALTI	29.592	196	135	3	1	195	1	194	1.13e-19	85.5	sp|P58652|COBC_SALTI Adenosylcobalamin/alpha-ribazole phosphatase OS=Salmonella typhi OX=90370 GN=cobC PE=3 SV=1
00000081|gene_cluster_GC_00003507|genome_name_P3351_Finger_millet_BE|gene_callers_id_2274	sp|D3DFG8|PSPA_HYDTT	27.919	197	139	3	1	196	2	196	3.74e-18	81.6	sp|D3DFG8|PSPA_HYDTT Phosphoserine phosphatase 1 OS=Hydrogenobacter thermophilus (strain DSM 6534 / IAM 12695 / TK-6) OX=608538 GN=pspA PE=1 SV=1
00000081|gene_cluster_GC_00003507|genome_name_P3351_Finger_millet_BE|gene_callers_id_2274	sp|D3DFP8|PSPB_HYDTT	27.919	197	134	4	2	195	3	194	1.43e-15	74.7	sp|D3DFP8|PSPB_HYDTT Putative phosphoserine phosphatase 2 OS=Hydrogenobacter thermophilus (strain DSM 6534 / IAM 12695 / TK-6) OX=608538 GN=pspB PE=1 SV=1
00000084|gene_cluster_GC_00003505|genome_name_P3354_OFSP_BE|gene_callers_id_2326	sp|P71059|EPSJ_BACSU	24.887	221	139	8	337	537	5	218	2.31e-06	53.9	sp|P71059|EPSJ_BACSU Uncharacterized glycosyltransferase EpsJ OS=Bacillus subtilis (strain 168) OX=224308 GN=epsJ PE=2 SV=1
00000084|gene_cluster_GC_00003505|genome_name_P3354_OFSP_BE|gene_callers_id_2326	sp|Q57022|Y868_HAEIN	32.979	94	57	2	337	428	6	95	2.55e-05	49.7	sp|Q57022|Y868_HAEIN Uncharacterized glycosyltransferase HI_0868 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0868 PE=3 SV=1
00000084|gene_cluster_GC_00003505|genome_name_P3354_OFSP_BE|gene_callers_id_2326	sp|P71057|EPSH_BACSU	22.170	212	135	7	23	213	19	221	5.47e-05	49.7	sp|P71057|EPSH_BACSU Putative glycosyltransferase EpsH OS=Bacillus subtilis (strain 168) OX=224308 GN=epsH PE=2 SV=1
00000084|gene_cluster_GC_00003505|genome_name_P3354_OFSP_BE|gene_callers_id_2326	sp|P39614|YWDF_BACSU	25.000	216	143	8	348	551	11	219	6.08e-05	48.9	sp|P39614|YWDF_BACSU Uncharacterized glycosyltransferase YwdF OS=Bacillus subtilis (strain 168) OX=224308 GN=ywdF PE=3 SV=1
00000084|gene_cluster_GC_00003505|genome_name_P3354_OFSP_BE|gene_callers_id_2326	sp|A0A0H3JPC6|TARS_STAAM	33.684	95	59	4	336	428	3	95	2.90e-04	47.8	sp|A0A0H3JPC6|TARS_STAAM Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarS OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=tarS PE=1 SV=1
00000094|gene_cluster_GC_00004006|genome_name_P2694_LMG_BE|gene_callers_id_1812	sp|P39849|XYLB_PSEPU	43.750	368	199	5	1	365	1	363	7.76e-99	300	sp|P39849|XYLB_PSEPU Aryl-alcohol dehydrogenase OS=Pseudomonas putida OX=303 GN=xylB PE=1 SV=1
00000094|gene_cluster_GC_00004006|genome_name_P2694_LMG_BE|gene_callers_id_1812	sp|H1ZV38|GEOA_CASD6	36.240	367	225	6	5	367	12	373	1.25e-63	210	sp|H1ZV38|GEOA_CASD6 Geraniol dehydrogenase OS=Castellaniella defragrans (strain DSM 12143 / CCUG 39792 / 65Phen) OX=1437824 GN=geoA PE=1 SV=1
00000094|gene_cluster_GC_00004006|genome_name_P2694_LMG_BE|gene_callers_id_1812	sp|P80468|ADH4_STRCA	34.037	379	232	10	1	367	7	379	5.88e-53	182	sp|P80468|ADH4_STRCA All-trans-retinol dehydrogenase [NAD(+)] ADH4 OS=Struthio camelus OX=8801 GN=ADH4 PE=1 SV=1
00000094|gene_cluster_GC_00004006|genome_name_P2694_LMG_BE|gene_callers_id_1812	sp|P9WQB9|ADHD_MYCTU	32.888	374	236	9	1	366	1	367	3.43e-52	180	sp|P9WQB9|ADHD_MYCTU Putative alcohol dehydrogenase D OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=adhD PE=1 SV=1
00000094|gene_cluster_GC_00004006|genome_name_P2694_LMG_BE|gene_callers_id_1812	sp|P9WQB8|ADHD_MYCTO	32.888	374	236	9	1	366	1	367	3.43e-52	180	sp|P9WQB8|ADHD_MYCTO Putative alcohol dehydrogenase D OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=adhD PE=3 SV=1
00000095|gene_cluster_GC_00003650|genome_name_P3352_Finger_millet_BE|gene_callers_id_411	sp|P71055|EPSF_BACSU	28.571	378	245	8	2	363	6	374	8.62e-37	140	sp|P71055|EPSF_BACSU Putative glycosyltransferase EpsF OS=Bacillus subtilis (strain 168) OX=224308 GN=epsF PE=2 SV=1
00000095|gene_cluster_GC_00003650|genome_name_P3352_Finger_millet_BE|gene_callers_id_411	sp|B5T072|WCLR_ECOLX	23.370	368	245	11	24	363	22	380	2.44e-19	91.7	sp|B5T072|WCLR_ECOLX UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase OS=Escherichia coli OX=562 GN=wclR PE=1 SV=1
00000095|gene_cluster_GC_00003650|genome_name_P3352_Finger_millet_BE|gene_callers_id_411	sp|Q04975|VIPC_SALTI	33.871	124	82	0	193	316	400	523	2.55e-13	74.7	sp|Q04975|VIPC_SALTI Vi polysaccharide biosynthesis protein VipC/TviE OS=Salmonella typhi OX=90370 GN=vipC PE=4 SV=2
00000095|gene_cluster_GC_00003650|genome_name_P3352_Finger_millet_BE|gene_callers_id_411	sp|Q58459|Y1059_METJA	29.371	143	98	1	151	293	165	304	4.15e-10	64.3	sp|Q58459|Y1059_METJA Uncharacterized glycosyltransferase MJ1059 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1059 PE=3 SV=1
00000095|gene_cluster_GC_00003650|genome_name_P3352_Finger_millet_BE|gene_callers_id_411	sp|B1VEI4|MSHA_CORU7	26.222	225	147	7	156	366	187	406	5.51e-10	63.9	sp|B1VEI4|MSHA_CORU7 D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109) OX=504474 GN=mshA PE=3 SV=1
00000100|gene_cluster_GC_00003282|genome_name_Reference|gene_callers_id_2199	sp|Q8ZRY7|RIHC_SALTY	44.863	292	160	1	11	302	7	297	3.40e-78	243	sp|Q8ZRY7|RIHC_SALTY Non-specific ribonucleoside hydrolase RihC OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=rihC PE=3 SV=1
00000100|gene_cluster_GC_00003282|genome_name_Reference|gene_callers_id_2199	sp|B4T6H8|RIHC_SALNS	44.863	292	160	1	11	302	7	297	3.40e-78	243	sp|B4T6H8|RIHC_SALNS Non-specific ribonucleoside hydrolase RihC OS=Salmonella newport (strain SL254) OX=423368 GN=rihC PE=3 SV=1
00000100|gene_cluster_GC_00003282|genome_name_Reference|gene_callers_id_2199	sp|B5FHE5|RIHC_SALDC	44.863	292	160	1	11	302	7	297	3.40e-78	243	sp|B5FHE5|RIHC_SALDC Non-specific ribonucleoside hydrolase RihC OS=Salmonella dublin (strain CT_02021853) OX=439851 GN=rihC PE=3 SV=1
00000100|gene_cluster_GC_00003282|genome_name_Reference|gene_callers_id_2199	sp|A9MYH1|RIHC_SALPB	44.863	292	160	1	11	302	7	297	3.48e-78	243	sp|A9MYH1|RIHC_SALPB Non-specific ribonucleoside hydrolase RihC OS=Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7) OX=1016998 GN=rihC PE=3 SV=1
00000100|gene_cluster_GC_00003282|genome_name_Reference|gene_callers_id_2199	sp|B4TIF1|RIHC_SALHS	44.863	292	160	1	11	302	7	297	3.55e-78	243	sp|B4TIF1|RIHC_SALHS Non-specific ribonucleoside hydrolase RihC OS=Salmonella heidelberg (strain SL476) OX=454169 GN=rihC PE=3 SV=1
00000101|gene_cluster_GC_00003587|genome_name_P3352_Finger_millet_BE|gene_callers_id_2	sp|Q59037|SMC_METJA	45.652	46	20	1	2	47	4	44	0.003	44.3	sp|Q59037|SMC_METJA Chromosome partition protein Smc OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=smc PE=3 SV=2
00000102|gene_cluster_GC_00003615|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2339	sp|P45907|YQAJ_BACSU	40.925	281	151	4	17	285	14	291	3.22e-70	223	sp|P45907|YQAJ_BACSU Uncharacterized protein YqaJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yqaJ PE=4 SV=1
00000103|gene_cluster_GC_00003561|genome_name_P2500_SD_IT|gene_callers_id_1158	sp|O14248|TEA3_SCHPO	29.412	102	57	4	25	113	992	1091	0.006	40.0	sp|O14248|TEA3_SCHPO Tip elongation aberrant protein 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tea3 PE=1 SV=1
00000111|gene_cluster_GC_00003533|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2099	sp|P9WER1|BRAB_ANNTR	25.339	221	140	9	54	256	33	246	6.08e-04	44.7	sp|P9WER1|BRAB_ANNTR O-glycosyltransferase braB OS=Annulohypoxylon truncatum OX=327061 GN=braB PE=1 SV=1
00000113|gene_cluster_GC_00003661|genome_name_P2496_SD_IT|gene_callers_id_2025	sp|Q88V90|DAPF_LACPL	48.943	331	161	6	2	328	3	329	6.65e-98	295	sp|Q88V90|DAPF_LACPL Diaminopimelate epimerase OS=Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668 GN=dapF PE=3 SV=1
00000113|gene_cluster_GC_00003661|genome_name_P2496_SD_IT|gene_callers_id_2025	sp|Q1WTU5|DAPF_LIGS1	47.273	330	164	8	2	328	1	323	2.29e-88	271	sp|Q1WTU5|DAPF_LIGS1 Diaminopimelate epimerase OS=Ligilactobacillus salivarius (strain UCC118) OX=362948 GN=dapF PE=3 SV=1
00000113|gene_cluster_GC_00003661|genome_name_P2496_SD_IT|gene_callers_id_2025	sp|Q838I3|DAPF_ENTFA	42.683	328	180	6	2	328	3	323	1.24e-80	251	sp|Q838I3|DAPF_ENTFA Diaminopimelate epimerase OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=dapF PE=3 SV=1
00000113|gene_cluster_GC_00003661|genome_name_P2496_SD_IT|gene_callers_id_2025	sp|A0AKC4|DAPF_LISW6	41.667	336	176	11	1	331	3	323	1.42e-72	230	sp|A0AKC4|DAPF_LISW6 Diaminopimelate epimerase OS=Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8) OX=386043 GN=dapF PE=3 SV=1
00000113|gene_cluster_GC_00003661|genome_name_P2496_SD_IT|gene_callers_id_2025	sp|Q929Z7|DAPF_LISIN	41.265	332	182	9	2	331	4	324	3.37e-72	229	sp|Q929Z7|DAPF_LISIN Diaminopimelate epimerase OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=dapF PE=3 SV=1
00000114|gene_cluster_GC_00004121|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_771	sp|F7V5D5|CAS1_CLOSS	54.515	299	135	1	17	314	3	301	1.07e-127	369	sp|F7V5D5|CAS1_CLOSS CRISPR-associated endonuclease Cas1 OS=Clostridium sp. (strain SY8519) OX=1042156 GN=cas1 PE=3 SV=2
00000114|gene_cluster_GC_00004121|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_771	sp|Q53WG8|CAS1B_THET8	42.322	267	152	1	14	280	12	276	9.93e-69	220	sp|Q53WG8|CAS1B_THET8 CRISPR-associated endonuclease Cas1 2 OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=cas1-2 PE=1 SV=1
00000114|gene_cluster_GC_00004121|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_771	sp|Q74DC4|CAS1_GEOSL	38.148	270	164	2	18	286	13	280	4.93e-60	197	sp|Q74DC4|CAS1_GEOSL CRISPR-associated endonuclease Cas1 OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=cas1 PE=3 SV=1
00000114|gene_cluster_GC_00004121|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_771	sp|Q46896|CAS1_ECOLI	35.336	283	175	3	18	294	11	291	1.21e-58	193	sp|Q46896|CAS1_ECOLI CRISPR-associated endonuclease Cas1 OS=Escherichia coli (strain K12) OX=83333 GN=ygbT PE=1 SV=1
00000114|gene_cluster_GC_00004121|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_771	sp|Q2RY21|CAS1A_RHORT	38.806	268	159	2	18	280	14	281	1.62e-58	193	sp|Q2RY21|CAS1A_RHORT CRISPR-associated endonuclease Cas1 1 OS=Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1) OX=269796 GN=cas1-1 PE=3 SV=1
00000116|gene_cluster_GC_00003218|genome_name_P3354_OFSP_BE|gene_callers_id_2371	sp|O32182|MDTP_BACSU	33.962	371	234	5	2	368	10	373	4.08e-50	179	sp|O32182|MDTP_BACSU Multidrug transporter protein MdtP OS=Bacillus subtilis (strain 168) OX=224308 GN=mdtP PE=2 SV=1
00000116|gene_cluster_GC_00003218|genome_name_P3354_OFSP_BE|gene_callers_id_2371	sp|P39886|TCMA_STRGA	30.084	359	251	0	9	367	27	385	5.58e-42	157	sp|P39886|TCMA_STRGA Tetracenomycin C resistance and export protein OS=Streptomyces glaucescens OX=1907 GN=tcmA PE=3 SV=1
00000116|gene_cluster_GC_00003218|genome_name_P3354_OFSP_BE|gene_callers_id_2371	sp|P54585|YHCA_BACSU	28.000	350	251	1	17	366	23	371	7.38e-40	151	sp|P54585|YHCA_BACSU Uncharacterized MFS-type transporter YhcA OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcA PE=3 SV=2
00000116|gene_cluster_GC_00003218|genome_name_P3354_OFSP_BE|gene_callers_id_2371	sp|P0A0J9|QACA_STAAU	31.804	327	221	2	1	325	12	338	6.26e-39	148	sp|P0A0J9|QACA_STAAU Antiseptic resistance protein OS=Staphylococcus aureus OX=1280 GN=qacA PE=1 SV=1
00000116|gene_cluster_GC_00003218|genome_name_P3354_OFSP_BE|gene_callers_id_2371	sp|P0A0J8|QACA_STAAM	31.804	327	221	2	1	325	12	338	6.26e-39	148	sp|P0A0J8|QACA_STAAM Antiseptic resistance protein OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=qacA PE=3 SV=1
00000117|gene_cluster_GC_00003218|genome_name_P3354_OFSP_BE|gene_callers_id_2370	sp|O32182|MDTP_BACSU	33.693	371	235	5	2	368	10	373	2.78e-50	179	sp|O32182|MDTP_BACSU Multidrug transporter protein MdtP OS=Bacillus subtilis (strain 168) OX=224308 GN=mdtP PE=2 SV=1
00000117|gene_cluster_GC_00003218|genome_name_P3354_OFSP_BE|gene_callers_id_2370	sp|P39886|TCMA_STRGA	29.805	359	252	0	9	367	27	385	9.09e-42	157	sp|P39886|TCMA_STRGA Tetracenomycin C resistance and export protein OS=Streptomyces glaucescens OX=1907 GN=tcmA PE=3 SV=1
00000117|gene_cluster_GC_00003218|genome_name_P3354_OFSP_BE|gene_callers_id_2370	sp|P54585|YHCA_BACSU	28.571	350	249	1	17	366	23	371	2.60e-40	152	sp|P54585|YHCA_BACSU Uncharacterized MFS-type transporter YhcA OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcA PE=3 SV=2
00000117|gene_cluster_GC_00003218|genome_name_P3354_OFSP_BE|gene_callers_id_2370	sp|P0A0J9|QACA_STAAU	32.024	331	215	3	1	325	12	338	2.12e-39	150	sp|P0A0J9|QACA_STAAU Antiseptic resistance protein OS=Staphylococcus aureus OX=1280 GN=qacA PE=1 SV=1
00000117|gene_cluster_GC_00003218|genome_name_P3354_OFSP_BE|gene_callers_id_2370	sp|P0A0J8|QACA_STAAM	32.024	331	215	3	1	325	12	338	2.12e-39	150	sp|P0A0J8|QACA_STAAM Antiseptic resistance protein OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=qacA PE=3 SV=1
00000118|gene_cluster_GC_00003681|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2309	sp|Q2G2M9|Y2003_STAA8	23.295	528	343	15	34	524	33	535	1.61e-22	104	sp|Q2G2M9|Y2003_STAA8 Putative multidrug export ATP-binding/permease protein SAOUHSC_02003 OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=SAOUHSC_02003 PE=3 SV=1
00000118|gene_cluster_GC_00003681|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2309	sp|Q6GFJ1|Y1956_STAAR	23.295	528	343	15	34	524	33	535	1.61e-22	104	sp|Q6GFJ1|Y1956_STAAR Putative multidrug export ATP-binding/permease protein SAR1956 OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=SAR1956 PE=3 SV=1
00000118|gene_cluster_GC_00003681|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2309	sp|Q5HEQ8|Y1924_STAAC	23.295	528	343	15	34	524	33	535	1.61e-22	104	sp|Q5HEQ8|Y1924_STAAC Putative multidrug export ATP-binding/permease protein SACOL1924 OS=Staphylococcus aureus (strain COL) OX=93062 GN=SACOL1924 PE=3 SV=1
00000118|gene_cluster_GC_00003681|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2309	sp|Q99T13|Y1866_STAAM	23.295	528	343	15	34	524	33	535	1.61e-22	104	sp|Q99T13|Y1866_STAAM Putative multidrug export ATP-binding/permease protein SAV1866 OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=SAV1866 PE=1 SV=1
00000118|gene_cluster_GC_00003681|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2309	sp|Q2FFM9|Y1847_STAA3	23.295	528	343	15	34	524	33	535	1.61e-22	104	sp|Q2FFM9|Y1847_STAA3 Putative multidrug export ATP-binding/permease protein SAUSA300_1847 OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_1847 PE=3 SV=1
00000120|gene_cluster_GC_00004084|genome_name_P2500_SD_IT|gene_callers_id_1490	sp|P24043|LAMA2_HUMAN	20.911	483	307	16	93	523	1613	2072	0.006	44.3	sp|P24043|LAMA2_HUMAN Laminin subunit alpha-2 OS=Homo sapiens OX=9606 GN=LAMA2 PE=1 SV=4
00000125|gene_cluster_GC_00004157|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2098	sp|Q4L967|ATRF2_STAHJ	37.762	143	85	2	85	227	43	181	8.21e-21	89.4	sp|Q4L967|ATRF2_STAHJ Putative acetyltransferase SH0499 OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=SH0499 PE=3 SV=1
00000125|gene_cluster_GC_00004157|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2098	sp|Q58464|Y1064_METJA	41.593	113	65	1	119	231	103	214	4.47e-18	82.8	sp|Q58464|Y1064_METJA Uncharacterized acetyltransferase MJ1064 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1064 PE=3 SV=1
00000125|gene_cluster_GC_00004157|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2098	sp|P07464|THGA_ECOLI	40.299	134	67	4	99	227	57	182	4.91e-18	82.4	sp|P07464|THGA_ECOLI Galactoside O-acetyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=lacA PE=1 SV=1
00000125|gene_cluster_GC_00004157|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2098	sp|Q7A3E8|ATRF2_STAAN	38.333	120	62	3	113	227	69	181	3.65e-17	79.7	sp|Q7A3E8|ATRF2_STAAN Putative acetyltransferase SA2342 OS=Staphylococcus aureus (strain N315) OX=158879 GN=SA2342 PE=1 SV=1
00000125|gene_cluster_GC_00004157|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2098	sp|Q7A2K9|ATRF2_STAAM	38.333	120	62	3	113	227	69	181	3.65e-17	79.7	sp|Q7A2K9|ATRF2_STAAM Putative acetyltransferase SAV2555 OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=SAV2555 PE=3 SV=1
